14	Asian	B-Country
14	countries	L-Country
14	but	O
14	the	O
14	protein	O
14	is	O
14	usually	O
14	retrieved	O
14	as	O
14	a	O
14	waste	O
14	product	O
14	during	O
14	starch	O
14	production	O
15	This	O
15	study	O
15	investigated	O
15	the	O
15	anti	O
15	allergic	O
15	property	O
15	of	O
15	mung	B-Component
15	bean	L-Component
15	protein	O
15	hydrolysates	O
15	MBPH	O
15	produced	O
15	by	O
15	enzymatic	O
15	hydrolysis	O
15	using	O
15	non	O
15	gastrointestinal	O
15	non	O
15	GI	O
15	GI	O
15	and	O
15	a	O
15	combination	O
15	of	O
15	non	O
15	GI	O
15	GI	O
15	enzymes	O
16	The	O
16	hydrolysates	O
16	were	O
16	investigated	O
16	for	O
16	any	O
16	anti	O
16	allergic	O
16	property	O
16	by	O
16	detecting	O
16	the	O
16	amount	O
16	of	O
16	Î	O
16	hexosaminidase	O
16	released	O
16	in	O
16	RBL	O
16	2H3	O
16	cells	O
16	and	O
16	complemented	O
16	with	O
16	the	O
16	MTT	O
16	assay	O
16	to	O
16	show	O
16	cell	O
16	viability	O
17	It	O
17	was	O
17	found	O
17	that	O
17	MBPH	O
17	hydrolyzed	O
17	by	O
17	a	O
17	combination	O
17	of	O
17	flavourzyme	O
17	non	O
17	GI	O
17	enzyme	O
17	and	O
17	pancreatin	O
17	GI	O
17	enzyme	O
17	exhibited	O
17	the	O
17	highest	O
17	anti	O
17	allergic	O
17	activity	O
17	135.61	O
17	followed	O
17	by	O
17	those	O
17	produced	O
17	with	O
17	alcalase	O
17	a	O
17	non	O
17	GI	O
17	enzyme	O
17	121.74	O
17	and	O
17	80.32	O
17	for	O
17	pancreatin	O
17	GI	O
17	enzyme	O
18	Minimal	O
18	toxicity	O
18	30	O
18	of	O
18	all	O
18	hydrolysates	O
18	on	O
18	RBL	O
18	2H3	O
18	cells	O
18	line	O
18	was	O
18	observed	O
19	The	O
19	results	O
19	suggest	O
19	that	O
19	MBPH	O
19	can	O
19	potentially	O
19	serve	O
19	as	O
19	a	O
19	hypoallergenic	O
19	food	O
19	ingredient	O
19	or	O
19	supplement	O
20	Practical	O
20	applications	O
20	Mung	B-Product
20	bean	L-Product
20	Vigna	O
20	radiata	O
20	L	O
21	Wilczek	O
21	is	O
21	also	O
21	known	O
21	as	O
21	â	O
21	green	O
21	gramâ	O
21	and	O
21	it	O
21	is	O
21	an	O
21	excellent	O
21	source	O
21	of	O
21	protein	O
22	The	O
22	major	O
22	mung	B-Product
22	bean	L-Product
22	storage	O
22	proteins	O
22	are	O
22	the	O
22	globulin	U-Component
22	albumin	U-Component
22	and	O
22	legumin	U-Component
22	which	O
22	are	O
22	also	O
22	referred	O
22	to	O
22	as	O
22	legume	B-Class
22	allergens	L-Class
23	Our	O
23	study	O
23	showed	O
23	that	O
23	mung	B-Product
23	bean	L-Product
23	peptides	O
23	obtained	O
23	after	O
23	enzymatic	O
23	hydrolysis	O
23	influenced	O
23	Î	O
23	hexosaminidase	O
23	inhibition	O
23	without	O
23	any	O
23	toxic	O
23	effect	O
23	on	O
23	RBL	O
23	2H3	O
23	cells	O
24	This	O
24	indicates	O
24	that	O
24	mung	B-Product
24	bean	L-Product
24	allergenicity	O
24	can	O
24	be	O
24	reduced	O
24	after	O
24	enzymatic	O
24	hydrolysis	O
24	and	O
24	the	O
24	protein	O
24	hydrolysates	O
24	could	O
24	be	O
24	as	O
24	a	O
24	hypoallergic	O
24	food	O
24	ingredient	O
24	supplement	O
24	and	O
24	or	O
24	protein	O
24	substitute	O
24	in	O
24	the	O
24	formulation	O
24	of	O
24	food	O
24	products	O
25	Â	O
25	2018	O
25	Wiley	O
25	Periodicals	O
25	Inc	O
26	Accumulation	O
26	of	O
26	perfluoroalkyl	B-Class
26	substances	L-Class
26	in	O
26	lysimeter	O
26	grown	O
26	rice	U-Product
26	in	O
26	Japan	U-Country
26	using	O
26	tap	B-Product
26	water	L-Product
26	and	O
26	simulated	O
26	contaminated	O
26	water	U-Product
27	Perfluoroalkyl	B-Class
27	substances	I-Class
27	PFASs	L-Class
27	are	O
27	a	O
27	group	O
27	of	O
27	contaminants	O
27	of	O
27	concern	O
27	in	O
27	agricultural	O
27	crops	O
27	but	O
27	little	O
27	is	O
27	known	O
27	of	O
27	their	O
27	accumulation	O
27	or	O
27	behavior	O
27	in	O
27	grains	U-Product
28	We	O
28	grew	O
28	Japanese	O
28	rice	B-Product
28	Oryza	I-Product
28	sativa	I-Product
28	subsp	I-Product
28	indica	L-Product
28	in	O
28	lysimeters	O
28	irrigated	O
28	with	O
28	tap	O
28	water	O
28	or	O
28	tap	O
28	water	O
28	plus	O
28	simulated	O
28	contaminated	O
28	water	O
28	for	O
28	2	O
28	years	O
28	then	O
28	analyzed	O
28	the	O
28	roots	U-Product
28	straw	U-Product
28	unhulled	B-Product
28	rice	L-Product
28	white	B-Product
28	rice	L-Product
28	bran	U-Product
28	soil	O
28	and	O
28	water	U-Product
28	for	O
28	PFASs	B-Class
28	residues	L-Class
29	Total	O
29	fluorine	O
29	was	O
29	measured	O
29	by	O
29	combustion	O
29	ion	O
29	chromatography	O
30	Estimated	O
30	per	O
30	plant	O
30	residue	O
30	levels	O
30	were	O
30	3.0	O
30	pg	O
30	perfluorooctanesulfonic	B-Component
30	acid	I-Component
30	PFOS	L-Component
30	bran	U-Product
30	0.5	O
30	hull	O
30	99.5	O
30	0.54	O
30	pg	O
30	N	B-Component
30	ethylperfluorooctanesulfonamide	I-Component
30	N	I-Component
30	EtFOSA	L-Component
30	white	B-Product
30	rice	L-Product
30	67	O
30	hull	O
30	33	O
30	1.2	O
30	pg	O
30	perfluorobutanoic	O
30	acid	B-Component
30	PFBA	L-Component
30	white	B-Product
30	rice	L-Product
30	13	O
30	bran	O
30	7	O
30	hull	O
30	79	O
30	0.68	O
30	pg	O
30	perfluoropentanoic	B-Component
30	acid	L-Component
30	hull	U-Product
30	100	O
30	0.50	O
30	pg	O
30	perfluorohexanoic	B-Component
30	acid	I-Component
30	PFHxA	L-Component
30	white	B-Product
30	rice	L-Product
30	65	O
30	bran	O
30	16	O
30	hull	O
30	19	O
30	0.21	O
30	pg	O
30	perfluoroheptanoic	B-Component
30	acid	L-Component
30	hull	U-Product
30	100	O
30	0.25	O
30	pg	O
30	perfluorooctanoic	B-Component
30	acid	I-Component
30	PFOA	L-Component
30	hull	U-Product
30	100	O
30	and	O
30	0.12	O
30	pg	O
30	perfluorodecanoic	B-Component
30	acid	I-Component
30	PFNA	L-Component
30	white	B-Product
30	rice	L-Product
30	81	O
30	bran	O
30	19	O
31	Estimated	O
31	daily	O
31	PFASs	U-Class
31	intakes	O
31	were	O
31	lt	O
31	1â	O
31	3	O
31	ng	O
31	perfluorooctanesulfonamide	U-Component
31	lt	O
31	1â	O
31	7	O
31	ng	O
31	N	B-Component
31	EtFOSA	L-Component
31	1â	O
31	2	O
31	ng	O
31	PFBA	U-Component
31	lt	O
31	3â	O
31	4	O
31	ng	O
31	PFHxA	U-Component
31	and	O
31	1â	O
31	2	O
31	ng	O
31	PFNA	U-Component
32	Estimated	O
32	PFOS	U-Component
32	PFOA	U-Component
32	and	O
32	total	O
32	PFASs	U-Class
32	in	O
32	straw	O
32	feed	O
32	were	O
32	0.4	O
32	0.1	O
32	and	O
32	2	O
32	kg	O
32	yrâ	O
32	1	O
32	and	O
32	0.7	O
32	0.4	O
32	and	O
32	8	O
32	kg	O
32	yrâ	O
32	1	O
32	in	O
32	2015	O
32	and	O
32	2016	O
32	respectively	O
33	Estimated	O
33	PFOS	U-Component
33	PFOA	U-Component
33	and	O
33	total	O
33	PFASs	U-Class
33	in	O
33	straw	O
33	fertilizer	O
33	were	O
33	4	O
33	1	O
33	and	O
33	23	O
33	kg	O
33	yrâ	O
33	1	O
33	and	O
33	7	O
33	4	O
33	and	O
33	86	O
33	kg	O
33	yrâ	O
33	1	O
33	in	O
33	2015	O
33	and	O
33	2016	O
33	respectively	O
34	PFASs	U-Class
34	accumulation	O
34	may	O
34	cause	O
34	longer	O
34	residence	O
34	time	O
34	in	O
34	agricultural	O
34	systems	O
34	owing	O
34	to	O
34	straw	O
34	being	O
34	used	O
34	as	O
34	animal	O
34	feed	O
34	and	O
34	organic	O
34	fertilizer	O
35	Â	O
35	2019	O
35	Elsevier	O
35	Ltd	O
36	Consumption	O
36	of	O
36	fructose	U-Component
36	and	O
36	high	B-Component
36	fructose	I-Component
36	corn	I-Component
36	syrup	L-Component
36	increase	O
36	postprandial	B-Human_Health
36	triglycerides	L-Human_Health
36	LDL	B-Human_Health
36	cholesterol	L-Human_Health
36	and	O
36	apolipoprotein	B-Human_Health
36	B	L-Human_Health
36	in	O
36	young	O
36	men	O
36	and	O
36	women	O
37	Context	O
37	The	O
37	American	O
37	Heart	O
37	Association	O
37	Nutrition	O
37	Committee	O
37	recommends	O
37	women	O
37	and	O
37	men	O
37	consume	O
37	no	O
37	more	O
37	than	O
37	100	O
37	and	O
37	150	O
37	kcal	O
37	of	O
37	added	O
37	sugar	O
37	per	O
37	day	O
37	respectively	O
37	whereas	O
37	the	O
37	Dietary	O
37	Guidelines	O
37	for	O
37	Americans	O
37	2010	O
37	suggests	O
37	a	O
37	maximal	O
37	added	O
37	sugar	O
37	intake	O
37	of	O
37	25	O
37	or	O
37	less	O
37	of	O
37	total	O
37	energy	O
38	Objective	O
38	To	O
38	address	O
38	this	O
38	discrepancy	O
38	we	O
38	compared	O
38	the	O
38	effects	O
38	of	O
38	consuming	O
38	glucose	U-Component
38	fructose	O
38	or	O
38	high	B-Component
38	fructose	I-Component
38	corn	I-Component
38	syrup	I-Component
38	HFCS	L-Component
38	at	O
38	25	O
38	of	O
38	energy	O
38	requirements	O
38	E	O
38	on	O
38	risk	O
38	factors	O
38	for	O
38	cardiovascular	B-Human_Health
38	disease	L-Human_Health
39	Participants	O
39	Design	O
39	and	O
39	Setting	O
39	and	O
39	Intervention	O
39	Forty	O
39	eight	O
39	adults	O
39	aged	O
39	18	O
39	40	O
39	yr	O
39	body	O
39	mass	O
39	index	O
39	18	O
39	35	O
39	kg	O
39	m	O
39	2	O
39	resided	O
39	at	O
39	the	O
39	Clinical	O
39	Research	O
39	Center	O
39	for	O
39	3.5	O
39	d	O
39	of	O
39	baseline	O
39	testing	O
39	while	O
39	consuming	O
39	energy	O
39	balanced	O
39	diets	O
39	containing55	O
39	E	O
39	complex	O
39	carbohydrate	O
40	For	O
40	12	O
40	outpatient	O
40	days	O
40	they	O
40	consumed	O
40	usual	O
40	ad	O
40	libitum	O
40	diets	O
40	along	O
40	with	O
40	three	O
40	servings	O
40	per	O
40	day	O
40	of	O
40	glucose	U-Component
40	fructose	U-Component
40	or	O
40	HFCS	U-Component
40	sweetened	O
40	beverages	O
40	n	O
40	16	O
40	group	O
40	which	O
40	provided	O
40	25	O
40	E	O
40	requirements	O
41	Subjects	O
41	then	O
41	consumed	O
41	energy	O
41	balanced	O
41	diets	O
41	containing	O
41	25	O
41	E	O
41	sugar	O
41	sweetened	O
41	beverages	O
41	30	O
41	E	O
41	complex	O
41	carbohydrate	O
41	during	O
41	3.5	O
41	d	O
41	of	O
41	inpatient	O
41	intervention	O
41	testing	O
42	Main	O
42	Outcome	O
42	Measures	O
42	Twenty	O
42	four	O
42	hour	O
42	triglyceride	O
42	area	O
42	under	O
42	the	O
42	curve	O
42	fasting	O
42	plasma	O
42	low	O
42	density	O
42	lipoprotein	O
42	LDL	O
42	and	O
42	apolipoprotein	O
42	B	O
42	apoB	O
42	concentrations	O
42	were	O
42	measured	O
43	Results	O
43	Twenty	O
43	four	O
43	hour	O
43	triglyceride	O
43	area	O
43	under	O
43	the	O
43	curve	O
43	was	O
43	increased	O
43	compared	O
43	with	O
43	baseline	O
43	during	O
43	consumption	O
43	of	O
43	fructose	U-Component
43	4.7	O
43	Â	O
43	1.2	O
43	mmol	O
43	liter	O
43	x	O
43	24	O
43	h	O
43	P	O
43	0.0032	O
43	and	O
43	HFCS	U-Component
43	1.8	O
43	Â	O
43	1.4	O
43	mmol	O
43	liter	O
43	x	O
43	24	O
43	h	O
43	P	O
43	0.035	O
43	but	O
43	not	O
43	glucose	U-Component
43	1.9	O
43	Â	O
43	0.9	O
43	mmol	O
43	liter	O
43	x	O
43	24	O
43	h	O
43	P	O
43	0.14	O
44	Fasting	O
44	LDL	U-Human_Health
44	and	O
44	apoB	U-Human_Health
44	concentrations	O
44	were	O
44	increased	O
44	during	O
44	consumption	O
44	of	O
44	fructose	U-Component
44	LDL	O
44	0.29	O
44	Â	O
44	0.082	O
44	mmol	O
44	liter	O
44	P	O
44	0.0023	O
44	apoB	O
44	0.093	O
44	Â	O
44	0.022	O
44	g	O
44	liter	O
44	P	O
44	0.0005	O
44	and	O
44	HFCS	U-Component
44	LDL	O
44	0.42	O
44	Â	O
44	0.11	O
44	mmol	O
44	liter	O
44	P	O
44	lt	O
44	0.0001	O
44	apoB	O
44	0.12	O
44	Â	O
44	0.031	O
44	g	O
44	liter	O
44	P	O
44	lt	O
44	0.0001	O
44	but	O
44	not	O
44	glucose	U-Component
44	LDL	O
44	0.012	O
44	Â	O
44	0.071	O
44	mmol	O
44	liter	O
44	P	O
44	0.86	O
44	apoB	O
44	0.0097	O
44	Â	O
44	0.019	O
44	g	O
44	liter	O
44	P	O
44	0.90	O
45	Conclusions	O
45	Consumption	O
45	of	O
45	HFCS	U-Component
45	sweetened	O
45	beverages	O
45	for	O
45	2	O
45	wk	O
45	at	O
45	25	O
45	E	O
45	increased	O
45	risk	O
45	factors	O
45	for	O
45	cardiovascular	B-Human_Health
45	disease	L-Human_Health
45	comparably	O
45	with	O
45	fructose	U-Component
45	and	O
45	more	O
45	than	O
45	glucose	U-Component
45	in	O
45	young	O
45	adults	O
46	Copyright	O
46	Â	O
46	2011	O
46	by	O
46	The	O
46	Endocrine	O
46	Society	O
47	Effects	O
47	of	O
47	compost	O
47	containing	O
47	oxytetracycline	U-Component
47	on	O
47	enzyme	O
47	activities	O
47	and	O
47	microbial	O
47	communities	O
47	in	O
47	maize	U-Product
47	rhizosphere	O
47	soil	O
48	Veterinary	O
48	antibiotics	O
48	can	O
48	enter	O
48	agricultural	O
48	fields	O
48	via	O
48	the	O
48	application	O
48	of	O
48	livestock	O
48	manure	O
48	containing	O
48	antibiotics	O
49	However	O
49	the	O
49	response	O
49	of	O
49	soil	O
49	microorganisms	O
49	to	O
49	compost	O
49	containing	O
49	antibiotics	O
49	is	O
49	not	O
49	well	O
49	understood	O
50	A	O
50	120	O
50	day	O
50	pot	O
50	experiment	O
50	was	O
50	conducted	O
50	to	O
50	investigate	O
50	the	O
50	impact	O
50	of	O
50	compost	O
50	containing	O
50	oxytetracycline	B-Component
50	OTC	L-Component
50	on	O
50	the	O
50	enzyme	O
50	activities	O
50	and	O
50	microbial	O
50	communities	O
50	in	O
50	maize	U-Product
50	rhizosphere	O
50	soil	O
51	Swine	O
51	manure	O
51	was	O
51	artificially	O
51	spiked	O
51	with	O
51	OTC	U-Component
51	at	O
51	four	O
51	concentrations	O
51	35	O
51	70	O
51	105	O
51	and	O
51	140Â	O
51	mgÂ	O
51	kgâ	O
51	1	O
51	and	O
51	combined	O
51	with	O
51	straw	O
51	to	O
51	produce	O
51	compost	O
52	The	O
52	compost	O
52	products	O
52	were	O
52	applied	O
52	to	O
52	soil	O
52	planted	O
52	with	O
52	maize	U-Product
53	Rhizosphere	O
53	soil	O
53	samples	O
53	were	O
53	collected	O
53	on	O
53	days	O
53	1	O
53	15	O
53	30	O
53	60	O
53	and	O
53	120	O
54	The	O
54	results	O
54	indicated	O
54	that	O
54	the	O
54	urease	O
54	activities	O
54	first	O
54	increased	O
54	and	O
54	then	O
54	declined	O
54	while	O
54	in	O
54	contrast	O
54	the	O
54	alkaline	O
54	phosphatase	O
54	activities	O
54	first	O
54	decreased	O
54	and	O
54	then	O
54	increased	O
54	slightly	O
55	Catalase	O
55	exhibited	O
55	dose	O
55	related	O
55	activation	O
55	during	O
55	the	O
55	maize	U-Product
55	growth	O
55	period	O
56	At	O
56	the	O
56	end	O
56	of	O
56	the	O
56	experiment	O
56	the	O
56	soil	O
56	enzyme	O
56	activities	O
56	were	O
56	similar	O
56	to	O
56	their	O
56	initial	O
56	values	O
56	indicating	O
56	that	O
56	the	O
56	soil	O
56	enzymes	O
56	showed	O
56	a	O
56	level	O
56	of	O
56	recovery	O
57	The	O
57	carbon	O
57	metabolic	O
57	activity	O
57	levels	O
57	were	O
57	higher	O
57	in	O
57	the	O
57	soils	O
57	with	O
57	high	O
57	OTC	U-Component
57	concentrations	O
57	than	O
57	in	O
57	the	O
57	control	O
57	whereas	O
57	the	O
57	Shannon	O
57	diversity	O
57	index	O
57	was	O
57	higher	O
57	in	O
57	the	O
57	control	O
57	soil	O
58	The	O
58	results	O
58	of	O
58	principal	O
58	component	O
58	analysis	O
58	PCA	O
58	indicated	O
58	that	O
58	the	O
58	application	O
58	of	O
58	compost	O
58	containing	O
58	OTC	O
58	shifted	O
58	the	O
58	structure	O
58	of	O
58	the	O
58	soil	O
58	microbial	O
58	community	O
58	and	O
58	negatively	O
58	affected	O
58	its	O
58	stability	O
59	These	O
59	results	O
59	suggest	O
59	that	O
59	the	O
59	compost	O
59	containing	O
59	OTC	U-Component
59	exerted	O
59	selective	O
59	pressure	O
59	on	O
59	enzyme	O
59	activities	O
59	and	O
59	microbial	O
59	communities	O
59	in	O
59	maize	B-Product
59	rhizosphere	L-Product
59	soil	O
59	and	O
59	decreased	O
59	their	O
59	resilience	O
59	to	O
59	antibiotic	O
59	pollution	O
60	Â	O
60	2018	O
60	Springer	O
60	Verlag	O
60	GmbH	O
60	Germany	O
60	part	O
60	of	O
60	Springer	O
60	Nature	O
61	Symbiotic	O
61	and	O
61	phenotypic	O
61	diversity	O
61	of	O
61	Rhizobium	B-Component
61	leguminosarum	I-Component
61	bv	I-Component
61	viciae	L-Component
61	from	O
61	Northern	O
61	Gondar	O
61	Ethiopia	U-Country
62	Rhizobia	O
62	that	O
62	nodulate	O
62	cool	O
62	season	O
62	legumes	U-Product
62	are	O
62	widely	O
62	spread	O
62	in	O
62	the	O
62	Mediterranean	O
62	and	O
62	highland	O
62	agro	O
62	ecosystems	O
63	Faba	B-Product
63	bean	L-Product
63	is	O
63	one	O
63	of	O
63	these	O
63	important	O
63	crops	O
63	that	O
63	represent	O
63	the	O
63	major	O
63	protein	O
63	source	O
63	of	O
63	human	O
63	nutrition	O
63	cash	O
63	crop	O
63	for	O
63	farmers	O
63	and	O
63	component	O
63	of	O
63	the	O
63	farming	O
63	systems	O
64	This	O
64	study	O
64	is	O
64	aimed	O
64	at	O
64	identifying	O
64	rhizobia	U-Component
64	isolates	O
64	capable	O
64	of	O
64	guarantying	O
64	efficient	O
64	nitrogen	O
64	derived	O
64	from	O
64	biological	O
64	nitrogen	O
64	fixation	O
65	Due	O
65	to	O
65	this	O
65	a	O
65	total	O
65	of	O
65	twenty	O
65	one	O
65	isolates	O
65	of	O
65	Rhizobium	U-Component
65	were	O
65	isolated	O
65	from	O
65	as	O
65	many	O
65	sampling	O
65	sites	O
65	of	O
65	northern	O
65	Gondar	O
65	using	O
65	plant	O
65	infection	O
65	method	O
66	The	O
66	isolates	O
66	were	O
66	characterized	O
66	morphologically	O
66	and	O
66	physiologically	O
66	and	O
66	tested	O
66	on	O
66	sand	O
66	and	O
66	soils	O
66	to	O
66	evaluate	O
66	their	O
66	symbiotic	O
66	effectiveness	O
67	Studies	O
67	on	O
67	symbiotic	O
67	effectiveness	O
67	on	O
67	sand	O
67	culture	O
67	indicated	O
67	that	O
67	the	O
67	strains	O
67	showed	O
67	shoot	O
67	dry	O
67	matter	O
67	ranging	O
67	from	O
67	0.4	O
67	AUFR127	O
67	to	O
67	2.3	O
67	g	O
67	plant	O
67	AUFR124	O
67	with	O
67	negative	O
67	control	O
67	0.2	O
67	g	O
67	plant	O
67	and	O
67	positive	O
67	control	O
67	of	O
67	2.4	O
67	g	O
67	plant	O
68	Eighty	O
68	percent	O
68	of	O
68	the	O
68	isolates	O
68	were	O
68	found	O
68	to	O
68	be	O
68	effective	O
68	and	O
68	have	O
68	very	O
68	effective	O
68	nitrogen	O
68	fixers	O
68	based	O
68	on	O
68	their	O
68	shoot	O
68	dry	O
68	matter	O
68	accumulation	O
68	50	O
68	to	O
68	100	O
68	in	O
68	relation	O
68	to	O
68	the	O
68	nitrogen	O
68	fertilized	O
68	control	O
68	plants	O
69	Culturally	O
69	almost	O
69	all	O
69	of	O
69	them	O
69	displayed	O
69	large	O
69	colonies	O
69	with	O
69	diameters	O
69	of	O
69	2	O
69	to	O
69	4.5	O
69	mm	O
69	generation	O
69	time	O
69	of	O
69	1.9	O
69	to	O
69	4.3	O
69	h	O
69	and	O
69	showed	O
69	characteristics	O
69	of	O
69	fast	O
69	growing	O
69	rhizobia	U-Component
70	With	O
70	a	O
70	few	O
70	exceptions	O
70	isolates	O
70	grew	O
70	at	O
70	temperatures	O
70	of	O
70	15	O
70	and	O
70	35Â	O
70	C	O
70	and	O
70	were	O
70	found	O
70	to	O
70	be	O
70	sensitive	O
70	to	O
70	salt	O
70	except	O
70	AUFR118	O
70	that	O
70	grew	O
70	up	O
70	to	O
70	5	O
70	NaCl	O
71	The	O
71	isolates	O
71	also	O
71	grew	O
71	on	O
71	a	O
71	wide	O
71	range	O
71	of	O
71	moderate	O
71	acidity	O
71	and	O
71	alkalinity	O
71	pH5.5	O
71	9	O
72	With	O
72	the	O
72	exception	O
72	of	O
72	gluconate	O
72	citrate	O
72	and	O
72	tartarate	O
72	almost	O
72	all	O
72	isolates	O
72	grew	O
72	on	O
72	all	O
72	carbohydrates	O
73	The	O
73	pattern	O
73	of	O
73	intrinsic	O
73	antibiotic	O
73	resistance	O
73	showed	O
73	that	O
73	almost	O
73	all	O
73	of	O
73	them	O
73	were	O
73	tolerant	O
73	to	O
73	chloramphenicol	O
73	nalidixic	O
73	acid	O
73	and	O
73	erythromycin	O
74	Isolates	O
74	AUFR118	O
74	AUFR128	O
74	and	O
74	AUFR132	O
74	were	O
74	found	O
74	to	O
74	be	O
74	resistant	O
74	to	O
74	almost	O
74	all	O
74	tested	O
74	antibiotics	O
75	These	O
75	isolates	O
75	were	O
75	also	O
75	included	O
75	in	O
75	the	O
75	effective	O
75	and	O
75	very	O
75	effective	O
75	symbiotic	O
75	groups	O
76	The	O
76	trial	O
76	of	O
76	the	O
76	5	O
76	selected	O
76	effective	O
76	isolates	O
76	on	O
76	two	O
76	soil	O
76	types	O
76	showed	O
76	that	O
76	they	O
76	performed	O
76	well	O
76	without	O
76	any	O
76	significant	O
76	difference	O
76	on	O
76	their	O
76	respective	O
76	soils	O
77	Interestingly	O
77	the	O
77	isolates	O
77	were	O
77	found	O
77	to	O
77	nodulate	O
77	the	O
77	host	O
77	on	O
77	the	O
77	highly	O
77	acidic	O
77	soil	O
77	pH	O
77	4.8	O
77	that	O
77	failed	O
77	to	O
77	be	O
77	nodulated	O
77	by	O
77	the	O
77	indigenous	O
77	rhizobia	U-Component
78	Generally	O
78	the	O
78	present	O
78	work	O
78	shows	O
78	the	O
78	physiological	O
78	and	O
78	symbiotic	O
78	diversity	O
78	of	O
78	the	O
